instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
14038,2012-08-13,3,1,8,2,0,1,1,1,0.64,299.39,0.6061,0.69,0.66,0.1045,1,8,9,2.303
14039,2012-08-13,3,1,8,3,0,1,1,1,0.64,299.39,0.6061,0.69,0.66,0.0,1,5,6,1.946
14040,2012-08-13,3,1,8,4,0,1,1,1,0.64,299.39,0.6061,0.69,0.66,0.1045,0,11,11,2.485
14041,2012-08-13,3,1,8,5,0,1,1,1,0.64,299.39,0.6061,0.69,0.66,0.1045,3,33,36,3.611
14042,2012-08-13,3,1,8,6,0,1,1,1,0.62,298.57,0.5909,0.73,0.664,0.0896,4,155,159,5.075
14043,2012-08-13,3,1,8,7,0,1,1,1,0.66,300.21,0.6212,0.65,0.656,0.1343,11,425,436,6.08
14044,2012-08-13,3,1,8,8,0,1,1,2,0.72,302.67,0.6667,0.51,0.636,0.0896,25,648,673,6.513
14045,2012-08-13,3,1,8,9,0,1,1,2,0.74,303.49,0.6667,0.45,0.624,0.0,40,265,305,5.724
14046,2012-08-13,3,1,8,10,0,1,1,2,0.76,304.31,0.6818,0.4,0.616,0.0,88,111,199,5.298
14047,2012-08-13,3,1,8,11,0,1,1,1,0.76,304.31,0.6818,0.4,0.616,0.0896,94,151,245,5.505
14048,2012-08-13,3,1,8,12,0,1,1,1,0.78,305.13,0.697,0.4,0.628,0.194,96,180,276,5.624
14049,2012-08-13,3,1,8,13,0,1,1,1,0.78,305.13,0.697,0.4,0.628,0.1642,79,175,254,5.541
14050,2012-08-13,3,1,8,14,0,1,1,1,0.8,305.95,0.697,0.33,0.612,0.1045,85,163,248,5.517
14051,2012-08-13,3,1,8,15,0,1,1,1,0.82,306.77,0.7273,0.34,0.628,0.2239,80,194,274,5.617
14052,2012-08-13,3,1,8,16,0,1,1,1,0.8,305.95,0.7121,0.36,0.624,0.0896,116,348,464,6.142
14053,2012-08-13,3,1,8,17,0,1,1,1,0.8,305.95,0.7121,0.36,0.624,0.1642,102,716,818,6.708
14054,2012-08-13,3,1,8,18,0,1,1,1,0.76,304.31,0.697,0.52,0.664,0.2836,103,709,812,6.701
14055,2012-08-13,3,1,8,19,0,1,1,1,0.74,303.49,0.6818,0.58,0.676,0.1642,88,467,555,6.321
14056,2012-08-13,3,1,8,20,0,1,1,1,0.74,303.49,0.6818,0.62,0.692,0.2239,58,374,432,6.071
14057,2012-08-13,3,1,8,21,0,1,1,1,0.72,302.67,0.6818,0.66,0.696,0.194,44,246,290,5.673
14058,2012-08-13,3,1,8,22,0,1,1,1,0.72,302.67,0.6818,0.62,0.68,0.3284,44,148,192,5.263
14059,2012-08-13,3,1,8,23,0,1,1,1,0.7,301.85,0.6515,0.7,0.7,0.2239,28,100,128,4.86
14060,2012-08-14,3,1,8,0,0,2,1,1,0.7,301.85,0.6667,0.74,0.716,0.2239,12,48,60,4.111
14061,2012-08-14,3,1,8,1,0,2,1,1,0.68,301.03,0.6364,0.79,0.724,0.2537,8,19,27,3.332
14062,2012-08-14,3,1,8,2,0,2,1,2,0.68,301.03,0.6364,0.83,0.74,0.194,2,9,11,2.485
14063,2012-08-14,3,1,8,3,0,2,1,2,0.68,301.03,0.6364,0.83,0.74,0.194,0,3,3,1.386
14064,2012-08-14,3,1,8,4,0,2,1,2,0.68,301.03,0.6364,0.83,0.74,0.194,0,5,5,1.792
14065,2012-08-14,3,1,8,5,0,2,1,2,0.68,301.03,0.6364,0.89,0.764,0.194,1,35,36,3.611
14066,2012-08-14,3,1,8,6,0,2,1,3,0.64,299.39,0.5758,0.83,0.716,0.194,1,63,64,4.174
14067,2012-08-14,3,1,8,7,0,2,1,2,0.66,300.21,0.6061,0.83,0.728,0.0896,1,178,179,5.193
14068,2012-08-14,3,1,8,8,0,2,1,2,0.66,300.21,0.5909,0.89,0.752,0.0896,27,591,618,6.428
14069,2012-08-14,3,1,8,9,0,2,1,2,0.7,301.85,0.6667,0.74,0.716,0.0,48,354,402,5.999
14070,2012-08-14,3,1,8,10,0,2,1,1,0.7,301.85,0.6667,0.79,0.736,0.1045,53,155,208,5.342
14071,2012-08-14,3,1,8,11,0,2,1,1,0.74,303.49,0.6818,0.62,0.692,0.0,69,127,196,5.283
14072,2012-08-14,3,1,8,12,0,2,1,1,0.78,305.13,0.7121,0.49,0.664,0.1343,93,207,300,5.707
14073,2012-08-14,3,1,8,13,0,2,1,1,0.8,305.95,0.7273,0.46,0.664,0.0896,83,203,286,5.659
14074,2012-08-14,3,1,8,14,0,2,1,1,0.82,306.77,0.7424,0.41,0.656,0.2239,80,175,255,5.545
14075,2012-08-14,3,1,8,15,0,2,1,1,0.82,306.77,0.7576,0.46,0.676,0.2239,84,199,283,5.649
14076,2012-08-14,3,1,8,16,0,2,1,1,0.82,306.77,0.7424,0.43,0.664,0.2239,95,363,458,6.129
14077,2012-08-14,3,1,8,17,0,2,1,3,0.76,304.31,0.7273,0.66,0.72,0.2537,78,734,812,6.701
14078,2012-08-14,3,1,8,18,0,2,1,1,0.76,304.31,0.7121,0.62,0.704,0.2836,97,757,854,6.751
14079,2012-08-14,3,1,8,19,0,2,1,1,0.76,304.31,0.7273,0.66,0.72,0.194,94,533,627,6.443
14080,2012-08-14,3,1,8,20,0,2,1,1,0.74,303.49,0.7121,0.74,0.74,0.2239,65,371,436,6.08
14081,2012-08-14,3,1,8,21,0,2,1,1,0.74,303.49,0.6818,0.62,0.692,0.2239,56,252,308,5.733
14082,2012-08-14,3,1,8,22,0,2,1,1,0.72,302.67,0.6818,0.66,0.696,0.0896,28,161,189,5.247
14083,2012-08-14,3,1,8,23,0,2,1,1,0.72,302.67,0.6818,0.66,0.696,0.1642,53,114,167,5.124
14084,2012-08-15,3,1,8,0,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.194,8,52,60,4.111
14085,2012-08-15,3,1,8,1,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.0,6,31,37,3.638
14086,2012-08-15,3,1,8,2,0,3,1,1,0.68,301.03,0.6364,0.65,0.668,0.0,1,7,8,2.197
14087,2012-08-15,3,1,8,3,0,3,1,1,0.66,300.21,0.6212,0.74,0.692,0.1045,1,10,11,2.485
14088,2012-08-15,3,1,8,4,0,3,1,1,0.64,299.39,0.5758,0.83,0.716,0.1045,0,4,4,1.609
14089,2012-08-15,3,1,8,5,0,3,1,1,0.64,299.39,0.5909,0.78,0.696,0.1045,4,35,39,3.689
14090,2012-08-15,3,1,8,6,0,3,1,1,0.64,299.39,0.5909,0.78,0.696,0.1045,12,160,172,5.153
14091,2012-08-15,3,1,8,7,0,3,1,2,0.66,300.21,0.6212,0.69,0.672,0.194,25,467,492,6.201
14092,2012-08-15,3,1,8,8,0,3,1,2,0.7,301.85,0.6515,0.65,0.68,0.2836,40,642,682,6.526
14093,2012-08-15,3,1,8,9,0,3,1,2,0.72,302.67,0.6818,0.62,0.68,0.194,57,310,367,5.908
14094,2012-08-15,3,1,8,10,0,3,1,2,0.72,302.67,0.6818,0.62,0.68,0.194,70,163,233,5.455
14095,2012-08-15,3,1,8,11,0,3,1,2,0.74,303.49,0.6818,0.58,0.676,0.194,80,155,235,5.464
14096,2012-08-15,3,1,8,12,0,3,1,1,0.74,303.49,0.6818,0.55,0.664,0.2239,77,230,307,5.73
14097,2012-08-15,3,1,8,13,0,3,1,2,0.78,305.13,0.7121,0.49,0.664,0.194,88,206,294,5.687
14098,2012-08-15,3,1,8,14,0,3,1,2,0.76,304.31,0.697,0.52,0.664,0.2985,94,161,255,5.545
14099,2012-08-15,3,1,8,15,0,3,1,1,0.76,304.31,0.697,0.52,0.664,0.2537,70,196,266,5.587
14100,2012-08-15,3,1,8,16,0,3,1,1,0.76,304.31,0.6818,0.48,0.648,0.194,91,340,431,6.068
14101,2012-08-15,3,1,8,17,0,3,1,1,0.74,303.49,0.6818,0.55,0.664,0.2836,102,749,851,6.748
14102,2012-08-15,3,1,8,18,0,3,1,1,0.74,303.49,0.6667,0.51,0.648,0.2239,80,768,848,6.744
14103,2012-08-15,3,1,8,19,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.1343,124,525,649,6.477
14104,2012-08-15,3,1,8,20,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.1343,72,355,427,6.059
14105,2012-08-15,3,1,8,21,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.194,49,266,315,5.756
14106,2012-08-15,3,1,8,22,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.1642,29,197,226,5.425
14107,2012-08-15,3,1,8,23,0,3,1,1,0.68,301.03,0.6364,0.65,0.668,0.1045,18,120,138,4.934
14108,2012-08-16,3,1,8,0,0,4,1,1,0.66,300.21,0.6212,0.69,0.672,0.0,13,63,76,4.344
14109,2012-08-16,3,1,8,1,0,4,1,1,0.64,299.39,,0.73,0.676,0.0,3,18,21,3.091
14110,2012-08-16,3,1,8,2,0,4,1,1,0.64,299.39,0.6061,0.69,0.66,0.194,0,15,15,2.773
14111,2012-08-16,3,1,8,3,0,4,1,1,0.62,298.57,0.5909,0.73,0.664,0.2537,0,4,4,1.609
14112,2012-08-16,3,1,8,4,0,4,1,1,0.62,298.57,0.5909,0.73,0.664,0.2239,2,3,5,1.792
14113,2012-08-16,3,1,8,5,0,4,1,1,0.6,297.75,0.5758,0.78,0.672,0.1642,7,30,37,3.638
14114,2012-08-16,3,1,8,6,0,4,1,1,0.6,297.75,0.5758,0.78,0.672,0.1642,3,162,165,5.112
14115,2012-08-16,3,1,8,7,0,4,1,1,0.64,299.39,0.6061,0.69,0.66,0.2239,16,448,464,6.142
14116,2012-08-16,3,1,8,8,0,4,1,1,0.68,301.03,0.6364,0.61,0.652,0.194,33,649,682,6.526
14117,2012-08-16,3,1,8,9,0,4,1,1,0.72,302.67,0.6667,0.54,0.648,0.1045,41,296,337,5.823
14118,2012-08-16,3,1,8,10,0,4,1,1,0.74,303.49,0.6667,0.48,0.636,0.1343,78,121,199,5.298
14119,2012-08-16,3,1,8,11,0,4,1,1,0.76,304.31,0.6667,0.37,0.604,0.0896,83,191,274,5.617
14120,2012-08-16,3,1,8,12,0,4,1,1,0.8,305.95,0.697,0.33,0.612,0.1045,96,247,343,5.841
14121,2012-08-16,3,1,8,13,0,4,1,1,0.8,305.95,0.697,0.31,0.604,0.2239,81,219,300,5.707
14122,2012-08-16,3,1,8,14,0,4,1,1,0.82,306.77,0.7121,0.32,0.62,0.0,72,176,248,5.517
14123,2012-08-16,3,1,8,15,0,4,1,1,0.8,305.95,0.697,0.33,0.612,0.2537,63,197,260,5.565
14124,2012-08-16,3,1,8,16,0,4,1,1,0.82,306.77,0.7121,0.32,0.62,0.2239,79,340,419,6.04
14125,2012-08-16,3,1,8,17,0,4,1,1,0.82,306.77,0.7273,0.34,0.628,0.194,130,767,897,6.8
14126,2012-08-16,3,1,8,18,0,4,1,1,0.8,305.95,0.7121,0.36,0.624,0.0,109,723,832,6.725
14127,2012-08-16,3,1,8,19,0,4,1,1,0.76,304.31,0.6818,0.4,0.616,0.1045,119,558,677,6.519
14128,2012-08-16,3,1,8,20,0,4,1,1,0.76,304.31,0.6818,0.4,0.616,0.0896,100,414,514,6.244
14129,2012-08-16,3,1,8,21,0,4,1,1,0.74,303.49,0.6667,0.48,0.636,0.194,83,273,356,5.878
14130,2012-08-16,3,1,8,22,0,4,1,1,0.72,302.67,0.6667,0.51,0.636,0.1642,69,185,254,5.541
14131,2012-08-16,3,1,8,23,0,4,1,1,0.7,301.85,0.6515,0.54,0.636,0.1045,58,168,226,5.425
14132,2012-08-17,3,1,8,0,0,5,1,1,0.68,301.03,0.2424,0.57,0.636,0.1642,21,67,88,4.489
14133,2012-08-17,3,1,8,1,0,5,1,1,0.66,300.21,0.2424,0.65,0.656,0.1045,16,38,54,4.007
14134,2012-08-17,3,1,8,2,0,5,1,1,0.66,300.21,0.2424,0.61,0.64,0.1343,4,15,19,2.996
14135,2012-08-17,3,1,8,3,0,5,1,1,0.64,299.39,0.2424,0.65,0.644,0.1045,0,6,6,1.946
14136,2012-08-17,3,1,8,4,0,5,1,1,0.64,299.39,0.2424,0.73,0.676,0.1642,0,9,9,2.303
14137,2012-08-17,3,1,8,5,0,5,1,1,0.64,299.39,0.2424,0.73,0.676,0.1045,2,34,36,3.611
14138,2012-08-17,3,1,8,6,0,5,1,1,0.62,298.57,0.2424,0.78,0.684,0.1343,6,151,157,5.063
14139,2012-08-17,3,1,8,7,0,5,1,1,0.64,299.39,0.2424,0.73,0.676,0.1045,11,368,379,5.94
14140,2012-08-17,3,1,8,8,0,5,1,1,0.68,301.03,0.2424,0.65,0.668,0.1343,43,625,668,6.506
14141,2012-08-17,3,1,8,9,0,5,1,1,0.7,301.85,0.2424,0.58,0.652,0.1045,58,320,378,5.938
14142,2012-08-17,3,1,8,10,0,5,1,1,0.74,303.49,0.2424,0.55,0.664,0.1642,82,149,231,5.447
14143,2012-08-17,3,1,8,11,0,5,1,1,0.76,304.31,0.2424,0.52,0.664,0.2836,98,205,303,5.717
14144,2012-08-17,3,1,8,12,0,5,1,1,0.82,306.77,0.2424,0.41,0.656,0.2239,110,255,365,5.903
14145,2012-08-17,3,1,8,13,0,5,1,1,0.84,307.59,0.2424,0.36,0.648,0.3881,103,254,357,5.881
14146,2012-08-17,3,1,8,14,0,5,1,1,0.86,308.41,0.2424,0.34,0.652,0.4179,128,200,328,5.796
14147,2012-08-17,3,1,8,15,0,5,1,1,0.86,308.41,0.2424,0.3,0.636,0.4627,127,256,383,5.951
14148,2012-08-17,3,1,8,16,0,5,1,2,0.84,307.59,0.2424,0.32,0.632,0.4478,116,372,488,6.192
14149,2012-08-17,3,1,8,17,0,5,1,1,0.82,306.77,0.2424,0.36,0.636,0.3284,144,647,791,6.675
14150,2012-08-17,3,1,8,18,0,5,1,2,0.82,306.77,0.2424,0.38,0.644,0.2537,108,561,669,6.507
14151,2012-08-17,3,1,8,19,0,5,1,2,0.74,303.49,0.2424,0.55,0.664,0.3881,88,403,491,6.198
14152,2012-08-17,3,1,8,20,0,5,1,2,0.72,302.67,0.2424,0.58,0.664,0.2239,97,262,359,5.886
14153,2012-08-17,3,1,8,21,0,5,1,2,0.68,301.03,0.2424,0.69,0.684,0.2985,57,198,255,5.545
14154,2012-08-17,3,1,8,22,0,5,1,3,0.66,300.21,0.2424,0.83,0.728,0.194,43,170,213,5.366
14155,2012-08-17,3,1,8,23,0,5,1,3,0.64,299.39,0.2424,0.83,0.716,0.2239,21,100,121,4.804
14156,2012-08-18,3,1,8,0,0,6,0,2,0.64,299.39,0.5758,0.83,0.716,0.2239,6,99,105,4.663
14157,2012-08-18,3,1,8,1,0,6,0,3,0.62,298.57,0.5455,0.94,0.748,0.1642,14,78,92,4.533
14158,2012-08-18,3,1,8,2,0,6,0,3,0.62,298.57,0.5606,0.88,0.724,0.1642,4,39,43,3.784
14159,2012-08-18,3,1,8,3,0,6,0,1,0.62,298.57,0.5606,0.88,0.724,0.194,7,23,30,3.434
14160,2012-08-18,3,1,8,4,0,6,0,1,0.62,298.57,0.5909,0.73,0.664,0.2239,5,8,13,2.639
14161,2012-08-18,3,1,8,5,0,6,0,1,0.6,297.75,0.5758,0.78,0.672,0.2537,2,7,9,2.303
14162,2012-08-18,3,1,8,6,0,6,0,1,0.6,297.75,0.5606,0.83,0.692,0.2239,4,23,27,3.332
14163,2012-08-18,3,1,8,7,0,6,0,1,0.6,297.75,0.5606,0.83,0.692,0.2239,12,52,64,4.174
14164,2012-08-18,3,1,8,8,0,6,0,1,0.64,299.39,0.6061,0.69,0.66,0.2537,28,161,189,5.247
14165,2012-08-18,3,1,8,9,0,6,0,1,0.66,300.21,0.6212,0.65,0.656,0.2836,81,211,292,5.68
14166,2012-08-18,3,1,8,10,0,6,0,1,0.7,301.85,0.6515,0.54,0.636,0.1642,166,314,480,6.176
14167,2012-08-18,3,1,8,11,0,6,0,1,0.72,302.67,0.6667,0.51,0.636,0.0,180,356,536,6.286
14168,2012-08-18,3,1,8,12,0,6,0,1,0.76,304.31,0.6667,0.37,0.604,0.194,266,388,654,6.485
14169,2012-08-18,3,1,8,13,0,6,0,1,0.74,303.49,0.6515,0.4,0.604,0.194,289,355,644,6.469
14170,2012-08-18,3,1,8,14,0,6,0,1,0.76,304.31,0.6667,0.37,0.604,0.2836,242,356,598,6.395
14171,2012-08-18,3,1,8,15,0,6,0,1,0.76,304.31,0.6667,0.37,0.604,0.2239,250,346,596,6.392
14172,2012-08-18,3,1,8,16,0,6,0,1,0.76,304.31,0.6667,0.37,0.604,0.2537,287,354,641,6.465
14173,2012-08-18,3,1,8,17,0,6,0,1,0.76,304.31,0.6667,0.37,0.604,0.2239,256,379,635,6.455
14174,2012-08-18,3,1,8,18,0,6,0,1,0.74,303.49,0.6515,0.37,0.592,0.1642,225,329,554,6.319
14175,2012-08-18,3,1,8,19,0,6,0,1,0.7,301.85,0.6364,0.45,0.6,0.1642,164,324,488,6.192
14176,2012-08-18,3,1,8,20,0,6,0,1,0.7,301.85,0.6364,0.45,0.6,0.1045,99,242,341,5.835
14177,2012-08-18,3,1,8,21,0,6,0,1,0.66,300.21,0.6212,0.61,0.64,0.0,90,248,338,5.826
14178,2012-08-18,3,1,8,22,0,6,0,1,0.66,300.21,0.6212,0.61,0.64,0.0,90,171,261,5.568
14179,2012-08-18,3,1,8,23,0,6,0,1,0.64,299.39,0.6061,0.65,0.644,0.0896,60,175,235,5.464
14180,2012-08-19,3,1,8,0,0,0,0,1,0.66,300.21,0.6212,0.57,0.624,0.0896,44,143,187,5.236
14181,2012-08-19,3,1,8,1,0,0,0,1,0.64,299.39,0.6061,0.65,0.644,0.0,29,102,131,4.883
14182,2012-08-19,3,1,8,2,0,0,0,2,0.62,298.57,0.6061,0.69,0.648,0.0896,16,103,119,4.787
14183,2012-08-19,3,1,8,3,0,0,0,2,0.62,298.57,0.6061,0.61,0.616,0.1642,21,34,55,4.025
14184,2012-08-19,3,1,8,4,0,0,0,2,0.62,298.57,0.6061,0.65,0.632,0.1642,4,22,26,3.296
14185,2012-08-19,3,1,8,5,0,0,0,2,0.6,297.75,0.5909,0.73,0.652,0.1343,3,8,11,2.485
14186,2012-08-19,3,1,8,6,0,0,0,2,0.62,298.57,0.6061,0.69,0.648,0.1045,5,15,20,3.045
14187,2012-08-19,3,1,8,7,0,0,0,2,0.62,298.57,0.6061,0.69,0.648,0.1343,12,29,41,3.738
14188,2012-08-19,3,1,8,8,0,0,0,2,0.64,299.39,0.6061,0.69,0.66,0.1045,34,90,124,4.828
14189,2012-08-19,3,1,8,9,0,0,0,2,0.66,300.21,0.6212,0.74,0.692,0.0,86,184,270,5.602
14190,2012-08-19,3,1,8,10,0,0,0,2,0.68,301.03,0.6364,0.69,0.684,0.0,138,287,425,6.054
14191,2012-08-19,3,1,8,11,0,0,0,3,0.64,299.39,0.5909,0.78,0.696,0.1642,83,189,272,5.609
14192,2012-08-19,3,1,8,12,0,0,0,3,0.64,299.39,0.6061,0.73,0.676,0.0,112,186,298,5.7
14193,2012-08-19,3,1,8,13,0,0,0,3,0.64,299.39,0.5758,0.83,0.716,0.1343,50,112,162,5.094
14194,2012-08-19,3,1,8,14,0,0,0,3,0.64,299.39,0.6061,0.73,0.676,0.0,41,108,149,5.011
14195,2012-08-19,3,1,8,15,0,0,0,2,0.64,299.39,0.6061,0.65,0.644,0.0,89,187,276,5.624
14196,2012-08-19,3,1,8,16,0,0,0,2,0.66,300.21,0.6212,0.65,0.656,0.0,97,259,356,5.878
14197,2012-08-19,3,1,8,17,0,0,0,2,0.64,299.39,0.5909,0.78,0.696,0.1045,76,267,343,5.841
14198,2012-08-19,3,1,8,18,0,0,0,2,0.64,299.39,0.5909,0.78,0.696,0.1045,86,291,377,5.935
14199,2012-08-19,3,1,8,19,0,0,0,2,0.64,299.39,0.6061,0.73,0.676,0.1343,72,269,341,5.835
14200,2012-08-19,3,1,8,20,0,0,0,2,0.64,299.39,0.6061,0.73,0.676,0.194,61,213,274,5.617
14201,2012-08-19,3,1,8,21,0,0,0,3,0.62,298.57,0.5909,0.78,0.684,0.0896,36,154,190,5.252
14202,2012-08-19,3,1,8,22,0,0,0,2,0.62,298.57,,0.78,0.684,0.1642,6,50,56,4.043
14203,2012-08-19,3,1,8,23,0,0,0,2,0.62,298.57,0.5909,0.73,0.664,0.0,7,39,46,3.85
14204,2012-08-20,3,1,8,0,0,1,1,2,0.6,297.75,0.5606,0.83,0.692,0.1045,1,25,26,3.296
14205,2012-08-20,3,1,8,1,0,1,1,1,0.6,297.75,0.5606,0.83,0.692,0.1642,0,10,10,2.398
14206,2012-08-20,3,1,8,2,0,1,1,1,0.6,297.75,0.5606,0.83,0.692,0.1642,0,5,5,1.792
14207,2012-08-20,3,1,8,3,0,1,1,1,0.6,297.75,0.5455,0.88,0.712,0.1045,0,3,3,1.386
14208,2012-08-20,3,1,8,4,0,1,1,2,0.6,297.75,0.5606,0.83,0.692,0.0896,0,7,7,2.079
14209,2012-08-20,3,1,8,5,0,1,1,2,0.6,297.75,0.5606,0.83,0.692,0.0,2,35,37,3.638
14210,2012-08-20,3,1,8,6,0,1,1,2,0.6,297.75,0.5758,0.78,0.672,0.1343,6,155,161,5.088
14211,2012-08-20,3,1,8,7,0,1,1,2,0.62,298.57,0.5909,0.78,0.684,0.1343,15,427,442,6.094
14212,2012-08-20,3,1,8,8,0,1,1,2,0.62,298.57,0.5909,0.73,0.664,0.1045,37,618,655,6.486
14213,2012-08-20,3,1,8,9,0,1,1,2,0.64,299.39,0.6061,0.69,0.66,0.0,55,302,357,5.881
14214,2012-08-20,3,1,8,10,0,1,1,2,0.64,299.39,0.6061,0.69,0.66,0.0896,69,124,193,5.268
14215,2012-08-20,3,1,8,11,0,1,1,1,0.66,300.21,0.6212,0.65,0.656,0.1045,90,151,241,5.489
14216,2012-08-20,3,1,8,12,0,1,1,2,0.66,300.21,0.6212,0.61,0.64,0.1045,66,216,282,5.645
14217,2012-08-20,3,1,8,13,0,1,1,1,0.7,301.85,0.6515,0.58,0.652,0.1343,97,194,291,5.677
14218,2012-08-20,3,1,8,14,0,1,1,1,0.72,302.67,0.6667,0.54,0.648,0.1642,87,188,275,5.62
14219,2012-08-20,3,1,8,15,0,1,1,0,0.72,302.67,0.6667,0.54,0.648,0.2537,102,207,309,5.737
14220,2012-08-20,3,1,8,16,0,1,1,1,0.72,302.67,0.6667,0.54,0.648,0.2537,103,357,460,6.133
14221,2012-08-20,3,1,8,17,0,1,1,1,0.7,301.85,0.6515,0.58,0.652,0.2836,83,810,893,6.796
14222,2012-08-20,3,1,8,18,0,1,1,2,0.62,298.57,0.5909,0.78,0.684,0.2537,89,726,815,6.704
14223,2012-08-20,3,1,8,19,0,1,1,2,0.62,298.57,0.5909,0.78,0.684,0.194,33,266,299,5.704
14224,2012-08-20,3,1,8,20,0,1,1,2,0.62,298.57,0.5758,0.83,0.704,0.2836,30,231,261,5.568
14225,2012-08-20,3,1,8,21,0,1,1,1,0.6,297.75,0.5606,0.83,0.692,0.0,26,219,245,5.505
14226,2012-08-20,3,1,8,22,0,1,1,2,0.6,297.75,0.5606,0.83,0.692,0.0,25,136,161,5.088
14227,2012-08-20,3,1,8,23,0,1,1,2,0.6,297.75,0.5606,0.83,0.692,0.0,10,92,102,4.635
14228,2012-08-21,3,1,8,0,0,2,1,2,0.6,297.75,0.5606,0.83,0.692,0.0896,7,52,59,4.094
14229,2012-08-21,3,1,8,1,0,2,1,2,0.6,297.75,0.5606,0.83,0.692,0.1343,11,22,33,3.526
14230,2012-08-21,3,1,8,2,0,2,1,2,0.58,296.93,0.5455,0.88,0.7,0.2836,1,7,8,2.197
14231,2012-08-21,3,1,8,3,0,2,1,1,0.56,296.11,0.5303,0.88,0.688,0.0,0,3,3,1.386
14232,2012-08-21,3,1,8,4,0,2,1,1,0.56,296.11,0.5303,0.88,0.688,0.0,0,4,4,1.609
14233,2012-08-21,3,1,8,5,0,2,1,1,0.56,296.11,0.5303,0.83,0.668,0.0896,4,30,34,3.555
14234,2012-08-21,3,1,8,6,0,2,1,1,0.56,296.11,0.5303,0.83,0.668,0.1045,5,164,169,5.136
14235,2012-08-21,3,1,8,7,0,2,1,1,0.6,297.75,0.5758,0.78,0.672,0.1045,19,500,519,6.254
14236,2012-08-21,3,1,8,8,0,2,1,1,0.6,297.75,0.5758,0.78,0.672,0.1343,27,696,723,6.585
14237,2012-08-21,3,1,8,9,0,2,1,1,0.64,299.39,0.6061,0.69,0.66,0.0,47,281,328,5.796
14238,2012-08-21,3,1,8,10,0,2,1,1,0.66,300.21,0.6212,0.61,0.64,0.1045,58,120,178,5.187
14239,2012-08-21,3,1,8,11,0,2,1,1,0.7,301.85,0.6515,0.54,0.636,0.0,61,195,256,5.549
14240,2012-08-21,3,1,8,12,0,2,1,1,0.72,302.67,0.6515,0.45,0.612,0.0,79,226,305,5.724
14241,2012-08-21,3,1,8,13,0,2,1,1,0.74,303.49,0.6515,0.4,0.604,0.0,76,255,331,5.805
14242,2012-08-21,3,1,8,14,0,2,1,1,0.76,304.31,0.6667,0.37,0.604,0.0896,110,192,302,5.714
14243,2012-08-21,3,1,8,15,0,2,1,1,0.76,304.31,0.6667,0.37,0.604,0.0,76,226,302,5.714
14244,2012-08-21,3,1,8,16,0,2,1,1,0.76,304.31,0.6667,0.37,0.604,0.0,109,358,467,6.148
14245,2012-08-21,3,1,8,17,0,2,1,1,0.74,303.49,0.6667,0.51,0.648,0.2836,92,786,878,6.779
14246,2012-08-21,3,1,8,18,0,2,1,1,0.72,302.67,0.6667,0.54,0.648,0.2239,93,532,625,6.439
14247,2012-08-21,3,1,8,19,0,2,1,3,0.62,298.57,0.5909,0.73,0.664,0.1045,56,420,476,6.168
14248,2012-08-21,3,1,8,20,0,2,1,1,0.64,299.39,0.6061,0.73,0.676,0.0,62,296,358,5.883
14249,2012-08-21,3,1,8,21,0,2,1,1,0.64,299.39,0.6061,0.73,0.676,0.0,41,239,280,5.638
14250,2012-08-21,3,1,8,22,0,2,1,1,0.64,299.39,0.5909,0.78,0.696,0.0,24,208,232,5.451
14251,2012-08-21,3,1,8,23,0,2,1,1,0.62,298.57,0.5758,0.83,0.704,0.0,23,113,136,4.92
14252,2012-08-22,3,1,8,0,0,3,1,1,0.62,298.57,0.5758,0.83,0.704,0.1045,9,46,55,4.025
14253,2012-08-22,3,1,8,1,0,3,1,1,0.62,298.57,0.5909,0.78,0.684,0.0,1,20,21,3.091
14254,2012-08-22,3,1,8,2,0,3,1,1,0.62,298.57,0.5909,0.78,0.684,0.0,7,10,17,2.89
14255,2012-08-22,3,1,8,3,0,3,1,1,0.62,298.57,0.5909,0.78,0.684,0.0,0,7,7,2.079
14256,2012-08-22,3,1,8,4,0,3,1,1,0.58,296.93,0.5455,0.83,0.68,0.1045,1,7,8,2.197
14257,2012-08-22,3,1,8,5,0,3,1,1,0.6,297.75,0.5758,0.78,0.672,0.0,2,38,40,3.714
14258,2012-08-22,3,1,8,6,0,3,1,1,0.62,298.57,0.5909,0.73,0.664,0.0,12,175,187,5.236
14259,2012-08-22,3,1,8,7,0,3,1,1,0.62,298.57,0.5909,0.78,0.684,0.0,16,537,553,6.317
14260,2012-08-22,3,1,8,8,0,3,1,1,0.64,299.39,0.6061,0.73,0.676,0.0896,37,703,740,6.608
14261,2012-08-22,3,1,8,9,0,3,1,1,0.68,301.03,0.6364,0.65,0.668,0.0,41,335,376,5.932
14262,2012-08-22,3,1,8,10,0,3,1,1,0.7,301.85,0.6515,0.61,0.664,0.0896,66,159,225,5.421
